block,flat_type,unit_no,floor,stack,status,size,cost
101A,2-Room Flexi (Short Lease/99-Year Lease),#01-121,01,121,available,38 Sqm,"$51,700 - 15 Years
$62,000 - 20 Years
$70,600 - 25 Years
$77,600 - 30 Years
$83,500 - 35 Years
$88,500 - 40 Years
$92,800 - 45 Years
$155,100 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#02-121,02,121,available,38 Sqm,"$54,300 - 15 Years
$65,100 - 20 Years
$74,100 - 25 Years
$81,400 - 30 Years
$87,600 - 35 Years
$92,900 - 40 Years
$97,400 - 45 Years
$162,800 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#03-121,03,121,available,38 Sqm,"$55,100 - 15 Years
$66,100 - 20 Years
$75,200 - 25 Years
$82,700 - 30 Years
$89,000 - 35 Years
$94,400 - 40 Years
$98,900 - 45 Years
$165,300 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#04-121,04,121,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#05-121,05,121,available,38 Sqm,"$56,800 - 15 Years
$68,100 - 20 Years
$77,500 - 25 Years
$85,200 - 30 Years
$91,700 - 35 Years
$97,200 - 40 Years
$101,900 - 45 Years
$170,300 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#06-121,06,121,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#01-123,01,123,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#02-123,02,123,available,47 Sqm,"$68,700 - 15 Years
$82,400 - 20 Years
$93,700 - 25 Years
$103,000 - 30 Years
$110,900 - 35 Years
$117,600 - 40 Years
$123,300 - 45 Years
$206,000 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#03-123,03,123,available,47 Sqm,"$69,500 - 15 Years
$83,400 - 20 Years
$94,900 - 25 Years
$104,300 - 30 Years
$112,200 - 35 Years
$119,000 - 40 Years
$124,800 - 45 Years
$208,500 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#04-123,04,123,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#05-123,05,123,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#06-123,06,123,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#02-125,02,125,available,47 Sqm,"$68,700 - 15 Years
$82,400 - 20 Years
$93,700 - 25 Years
$103,000 - 30 Years
$110,900 - 35 Years
$117,600 - 40 Years
$123,300 - 45 Years
$206,000 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#03-125,03,125,available,47 Sqm,"$69,500 - 15 Years
$83,400 - 20 Years
$94,900 - 25 Years
$104,300 - 30 Years
$112,200 - 35 Years
$119,000 - 40 Years
$124,800 - 45 Years
$208,500 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#04-125,04,125,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#05-125,05,125,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#06-125,06,125,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#02-127,02,127,available,38 Sqm,"$54,300 - 15 Years
$65,100 - 20 Years
$74,100 - 25 Years
$81,400 - 30 Years
$87,600 - 35 Years
$92,900 - 40 Years
$97,400 - 45 Years
$162,800 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#03-127,03,127,available,38 Sqm,"$55,100 - 15 Years
$66,100 - 20 Years
$75,200 - 25 Years
$82,700 - 30 Years
$89,000 - 35 Years
$94,400 - 40 Years
$98,900 - 45 Years
$165,300 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#04-127,04,127,available,38 Sqm,"$55,900 - 15 Years
$67,100 - 20 Years
$76,300 - 25 Years
$83,900 - 30 Years
$90,300 - 35 Years
$95,800 - 40 Years
$100,400 - 45 Years
$167,800 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#05-127,05,127,available,38 Sqm,"$56,800 - 15 Years
$68,100 - 20 Years
$77,500 - 25 Years
$85,200 - 30 Years
$91,700 - 35 Years
$97,200 - 40 Years
$101,900 - 45 Years
$170,300 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#06-127,06,127,available,38 Sqm,"$56,800 - 15 Years
$68,100 - 20 Years
$77,500 - 25 Years
$85,200 - 30 Years
$91,700 - 35 Years
$97,200 - 40 Years
$101,900 - 45 Years
$170,300 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#02-139,02,139,available,38 Sqm,"$54,800 - 15 Years
$65,700 - 20 Years
$74,800 - 25 Years
$82,200 - 30 Years
$88,400 - 35 Years
$93,800 - 40 Years
$98,300 - 45 Years
$164,300 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#03-139,03,139,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#04-139,04,139,available,38 Sqm,"$57,500 - 15 Years
$69,000 - 20 Years
$78,500 - 25 Years
$86,300 - 30 Years
$92,900 - 35 Years
$98,500 - 40 Years
$103,200 - 45 Years
$172,500 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#05-139,05,139,available,38 Sqm,"$58,300 - 15 Years
$70,000 - 20 Years
$79,600 - 25 Years
$87,500 - 30 Years
$94,200 - 35 Years
$99,900 - 40 Years
$104,700 - 45 Years
$175,000 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#06-139,06,139,available,38 Sqm,"$58,300 - 15 Years
$70,000 - 20 Years
$79,600 - 25 Years
$87,500 - 30 Years
$94,200 - 35 Years
$99,900 - 40 Years
$104,700 - 45 Years
$175,000 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#02-141,02,141,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#03-141,03,141,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#04-141,04,141,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#05-141,05,141,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#06-141,06,141,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#02-143,02,143,available,47 Sqm,"$69,300 - 15 Years
$83,200 - 20 Years
$94,600 - 25 Years
$104,000 - 30 Years
$112,000 - 35 Years
$118,700 - 40 Years
$124,500 - 45 Years
$208,000 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#03-143,03,143,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#04-143,04,143,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#05-143,05,143,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#06-143,06,143,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#02-145,02,145,available,38 Sqm,"$54,800 - 15 Years
$65,700 - 20 Years
$74,800 - 25 Years
$82,200 - 30 Years
$88,400 - 35 Years
$93,800 - 40 Years
$98,300 - 45 Years
$164,300 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#03-145,03,145,available,38 Sqm,"$56,700 - 15 Years
$68,000 - 20 Years
$77,400 - 25 Years
$85,000 - 30 Years
$91,500 - 35 Years
$97,000 - 40 Years
$101,700 - 45 Years
$170,000 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#04-145,04,145,available,38 Sqm,"$57,500 - 15 Years
$69,000 - 20 Years
$78,500 - 25 Years
$86,300 - 30 Years
$92,900 - 35 Years
$98,500 - 40 Years
$103,200 - 45 Years
$172,500 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#05-145,05,145,available,38 Sqm,"$58,300 - 15 Years
$70,000 - 20 Years
$79,600 - 25 Years
$87,500 - 30 Years
$94,200 - 35 Years
$99,900 - 40 Years
$104,700 - 45 Years
$175,000 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#06-145,06,145,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#01-157,01,157,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#02-157,02,157,available,38 Sqm,"$54,800 - 15 Years
$65,700 - 20 Years
$74,800 - 25 Years
$82,200 - 30 Years
$88,400 - 35 Years
$93,800 - 40 Years
$98,300 - 45 Years
$164,300 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#03-157,03,157,available,38 Sqm,"$56,700 - 15 Years
$68,000 - 20 Years
$77,400 - 25 Years
$85,000 - 30 Years
$91,500 - 35 Years
$97,000 - 40 Years
$101,700 - 45 Years
$170,000 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#04-157,04,157,available,38 Sqm,"$57,500 - 15 Years
$69,000 - 20 Years
$78,500 - 25 Years
$86,300 - 30 Years
$92,900 - 35 Years
$98,500 - 40 Years
$103,200 - 45 Years
$172,500 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#05-157,05,157,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#06-157,06,157,available,38 Sqm,"$58,300 - 15 Years
$70,000 - 20 Years
$79,600 - 25 Years
$87,500 - 30 Years
$94,200 - 35 Years
$99,900 - 40 Years
$104,700 - 45 Years
$175,000 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#01-159,01,159,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#02-159,02,159,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#03-159,03,159,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#04-159,04,159,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#05-159,05,159,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#06-159,06,159,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#02-161,02,161,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#03-161,03,161,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#04-161,04,161,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#05-161,05,161,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#06-161,06,161,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#02-163,02,163,available,38 Sqm,"$54,800 - 15 Years
$65,700 - 20 Years
$74,800 - 25 Years
$82,200 - 30 Years
$88,400 - 35 Years
$93,800 - 40 Years
$98,300 - 45 Years
$164,300 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#03-163,03,163,available,38 Sqm,"$56,700 - 15 Years
$68,000 - 20 Years
$77,400 - 25 Years
$85,000 - 30 Years
$91,500 - 35 Years
$97,000 - 40 Years
$101,700 - 45 Years
$170,000 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#04-163,04,163,available,38 Sqm,"$57,500 - 15 Years
$69,000 - 20 Years
$78,500 - 25 Years
$86,300 - 30 Years
$92,900 - 35 Years
$98,500 - 40 Years
$103,200 - 45 Years
$172,500 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#05-163,05,163,available,38 Sqm,"$58,300 - 15 Years
$70,000 - 20 Years
$79,600 - 25 Years
$87,500 - 30 Years
$94,200 - 35 Years
$99,900 - 40 Years
$104,700 - 45 Years
$175,000 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#06-163,06,163,available,38 Sqm,"$58,300 - 15 Years
$70,000 - 20 Years
$79,600 - 25 Years
$87,500 - 30 Years
$94,200 - 35 Years
$99,900 - 40 Years
$104,700 - 45 Years
$175,000 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#02-165,02,165,available,38 Sqm,"$53,200 - 15 Years
$63,800 - 20 Years
$72,600 - 25 Years
$79,800 - 30 Years
$85,900 - 35 Years
$91,100 - 40 Years
$95,500 - 45 Years
$159,600 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#03-165,03,165,available,38 Sqm,"$55,100 - 15 Years
$66,100 - 20 Years
$75,200 - 25 Years
$82,700 - 30 Years
$89,000 - 35 Years
$94,400 - 40 Years
$98,900 - 45 Years
$165,300 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#04-165,04,165,available,38 Sqm,"$55,900 - 15 Years
$67,100 - 20 Years
$76,300 - 25 Years
$83,900 - 30 Years
$90,300 - 35 Years
$95,800 - 40 Years
$100,400 - 45 Years
$167,800 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#05-165,05,165,available,38 Sqm,"$56,800 - 15 Years
$68,100 - 20 Years
$77,500 - 25 Years
$85,200 - 30 Years
$91,700 - 35 Years
$97,200 - 40 Years
$101,900 - 45 Years
$170,300 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#06-165,06,165,available,38 Sqm,"$56,800 - 15 Years
$68,100 - 20 Years
$77,500 - 25 Years
$85,200 - 30 Years
$91,700 - 35 Years
$97,200 - 40 Years
$101,900 - 45 Years
$170,300 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#02-167,02,167,available,47 Sqm,"$67,300 - 15 Years
$80,800 - 20 Years
$91,900 - 25 Years
$101,000 - 30 Years
$108,700 - 35 Years
$115,300 - 40 Years
$120,900 - 45 Years
$202,000 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#03-167,03,167,available,47 Sqm,"$69,500 - 15 Years
$83,400 - 20 Years
$94,900 - 25 Years
$104,300 - 30 Years
$112,200 - 35 Years
$119,000 - 40 Years
$124,800 - 45 Years
$208,500 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#04-167,04,167,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#05-167,05,167,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#06-167,06,167,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#01-169,01,169,available,47 Sqm,"$65,000 - 15 Years
$78,000 - 20 Years
$88,700 - 25 Years
$97,500 - 30 Years
$105,000 - 35 Years
$111,300 - 40 Years
$116,700 - 45 Years
$195,000 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#02-169,02,169,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#03-169,03,169,available,47 Sqm,"$69,500 - 15 Years
$83,400 - 20 Years
$94,900 - 25 Years
$104,300 - 30 Years
$112,200 - 35 Years
$119,000 - 40 Years
$124,800 - 45 Years
$208,500 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#04-169,04,169,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#05-169,05,169,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#06-169,06,169,booked,,
101A,2-Room Flexi (Short Lease/99-Year Lease),#01-171,01,171,available,38 Sqm,"$51,700 - 15 Years
$62,000 - 20 Years
$70,600 - 25 Years
$77,600 - 30 Years
$83,500 - 35 Years
$88,500 - 40 Years
$92,800 - 45 Years
$155,100 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#02-171,02,171,available,38 Sqm,"$53,200 - 15 Years
$63,800 - 20 Years
$72,600 - 25 Years
$79,800 - 30 Years
$85,900 - 35 Years
$91,100 - 40 Years
$95,500 - 45 Years
$159,600 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#03-171,03,171,available,38 Sqm,"$55,100 - 15 Years
$66,100 - 20 Years
$75,200 - 25 Years
$82,700 - 30 Years
$89,000 - 35 Years
$94,400 - 40 Years
$98,900 - 45 Years
$165,300 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#04-171,04,171,available,38 Sqm,"$55,900 - 15 Years
$67,100 - 20 Years
$76,300 - 25 Years
$83,900 - 30 Years
$90,300 - 35 Years
$95,800 - 40 Years
$100,400 - 45 Years
$167,800 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#05-171,05,171,available,38 Sqm,"$56,800 - 15 Years
$68,100 - 20 Years
$77,500 - 25 Years
$85,200 - 30 Years
$91,700 - 35 Years
$97,200 - 40 Years
$101,900 - 45 Years
$170,300 - 99 Years"
101A,2-Room Flexi (Short Lease/99-Year Lease),#06-171,06,171,available,38 Sqm,"$56,800 - 15 Years
$68,100 - 20 Years
$77,500 - 25 Years
$85,200 - 30 Years
$91,700 - 35 Years
$97,200 - 40 Years
$101,900 - 45 Years
$170,300 - 99 Years"
101A,3-Room,#02-117,02,117,available,68 Sqm,"$317,900"
101A,3-Room,#03-117,03,117,available,68 Sqm,"$320,900"
101A,3-Room,#04-117,04,117,available,68 Sqm,"$323,900"
101A,3-Room,#05-117,05,117,available,68 Sqm,"$326,900"
101A,3-Room,#06-117,06,117,available,68 Sqm,"$329,400"
101A,3-Room,#07-117,07,117,available,68 Sqm,"$337,900"
101A,3-Room,#08-117,08,117,available,68 Sqm,"$340,400"
101A,3-Room,#09-117,09,117,available,68 Sqm,"$341,400"
101A,3-Room,#10-117,10,117,booked,,
101A,3-Room,#11-117,11,117,available,68 Sqm,"$343,400"
101A,3-Room,#12-117,12,117,available,68 Sqm,"$344,400"
101A,3-Room,#13-117,13,117,available,68 Sqm,"$345,400"
101A,3-Room,#14-117,14,117,available,68 Sqm,"$346,400"
101A,3-Room,#15-117,15,117,booked,,
101A,3-Room,#16-117,16,117,available,68 Sqm,"$347,400"
101A,3-Room,#01-119,01,119,booked,,
101A,3-Room,#02-119,02,119,booked,,
101A,3-Room,#03-119,03,119,available,68 Sqm,"$320,900"
101A,3-Room,#04-119,04,119,available,68 Sqm,"$323,900"
101A,3-Room,#05-119,05,119,available,68 Sqm,"$326,900"
101A,3-Room,#06-119,06,119,available,68 Sqm,"$329,400"
101A,3-Room,#07-119,07,119,available,68 Sqm,"$337,900"
101A,3-Room,#08-119,08,119,available,68 Sqm,"$340,400"
101A,3-Room,#09-119,09,119,available,68 Sqm,"$341,400"
101A,3-Room,#10-119,10,119,booked,,
101A,3-Room,#11-119,11,119,available,68 Sqm,"$343,400"
101A,3-Room,#12-119,12,119,booked,,
101A,3-Room,#13-119,13,119,available,68 Sqm,"$345,400"
101A,3-Room,#14-119,14,119,available,68 Sqm,"$346,400"
101A,3-Room,#15-119,15,119,booked,,
101A,3-Room,#16-119,16,119,booked,,
101A,3-Room,#02-129,02,129,available,68 Sqm,"$317,900"
101A,3-Room,#03-129,03,129,available,68 Sqm,"$320,900"
101A,3-Room,#04-129,04,129,available,68 Sqm,"$323,900"
101A,3-Room,#05-129,05,129,available,68 Sqm,"$326,900"
101A,3-Room,#06-129,06,129,available,68 Sqm,"$329,400"
101A,3-Room,#07-129,07,129,available,68 Sqm,"$337,900"
101A,3-Room,#08-129,08,129,available,68 Sqm,"$340,400"
101A,3-Room,#09-129,09,129,available,68 Sqm,"$341,400"
101A,3-Room,#10-129,10,129,available,68 Sqm,"$342,400"
101A,3-Room,#11-129,11,129,available,68 Sqm,"$343,400"
101A,3-Room,#12-129,12,129,available,68 Sqm,"$344,400"
101A,3-Room,#13-129,13,129,booked,,
101A,3-Room,#14-129,14,129,available,68 Sqm,"$346,400"
101A,3-Room,#15-129,15,129,available,68 Sqm,"$347,400"
101A,3-Room,#16-129,16,129,booked,,
101A,3-Room,#02-131,02,131,available,68 Sqm,"$311,800"
101A,3-Room,#03-131,03,131,available,68 Sqm,"$320,900"
101A,3-Room,#04-131,04,131,available,68 Sqm,"$323,900"
101A,3-Room,#05-131,05,131,available,68 Sqm,"$326,900"
101A,3-Room,#06-131,06,131,available,68 Sqm,"$329,400"
101A,3-Room,#07-131,07,131,available,68 Sqm,"$337,900"
101A,3-Room,#08-131,08,131,available,68 Sqm,"$340,400"
101A,3-Room,#09-131,09,131,available,68 Sqm,"$341,400"
101A,3-Room,#10-131,10,131,available,68 Sqm,"$342,400"
101A,3-Room,#11-131,11,131,available,68 Sqm,"$343,400"
101A,3-Room,#12-131,12,131,available,68 Sqm,"$344,400"
101A,3-Room,#13-131,13,131,booked,,
101A,3-Room,#14-131,14,131,available,68 Sqm,"$346,400"
101A,3-Room,#15-131,15,131,available,68 Sqm,"$347,400"
101A,3-Room,#16-131,16,131,booked,,
101A,3-Room,#02-147,02,147,booked,,
101A,3-Room,#03-147,03,147,available,68 Sqm,"$320,900"
101A,3-Room,#04-147,04,147,available,68 Sqm,"$323,900"
101A,3-Room,#05-147,05,147,available,68 Sqm,"$326,900"
101A,3-Room,#06-147,06,147,available,68 Sqm,"$329,400"
101A,3-Room,#07-147,07,147,available,68 Sqm,"$337,900"
101A,3-Room,#08-147,08,147,available,68 Sqm,"$340,400"
101A,3-Room,#09-147,09,147,booked,,
101A,3-Room,#10-147,10,147,available,68 Sqm,"$342,400"
101A,3-Room,#11-147,11,147,available,68 Sqm,"$343,400"
101A,3-Room,#12-147,12,147,available,68 Sqm,"$344,400"
101A,3-Room,#13-147,13,147,available,68 Sqm,"$345,400"
101A,3-Room,#14-147,14,147,available,68 Sqm,"$346,400"
101A,3-Room,#15-147,15,147,available,68 Sqm,"$347,400"
101A,3-Room,#16-147,16,147,available,68 Sqm,"$347,400"
101A,3-Room,#02-149,02,149,available,68 Sqm,"$317,900"
101A,3-Room,#03-149,03,149,available,68 Sqm,"$320,900"
101A,3-Room,#04-149,04,149,available,68 Sqm,"$323,900"
101A,3-Room,#05-149,05,149,available,68 Sqm,"$326,900"
101A,3-Room,#06-149,06,149,available,68 Sqm,"$329,400"
101A,3-Room,#07-149,07,149,available,68 Sqm,"$337,900"
101A,3-Room,#08-149,08,149,booked,,
101A,3-Room,#09-149,09,149,booked,,
101A,3-Room,#10-149,10,149,available,68 Sqm,"$342,400"
101A,3-Room,#11-149,11,149,booked,,
101A,3-Room,#12-149,12,149,booked,,
101A,3-Room,#13-149,13,149,booked,,
101A,3-Room,#14-149,14,149,booked,,
101A,3-Room,#15-149,15,149,booked,,
101A,3-Room,#16-149,16,149,booked,,
101A,4-Room,#04-111,04,111,available,93 Sqm,"$484,900"
101A,4-Room,#05-111,05,111,available,93 Sqm,"$493,800"
101A,4-Room,#06-111,06,111,available,93 Sqm,"$497,300"
101A,4-Room,#07-111,07,111,booked,,
101A,4-Room,#08-111,08,111,available,93 Sqm,"$513,200"
101A,4-Room,#09-111,09,111,available,93 Sqm,"$514,600"
101A,4-Room,#10-111,10,111,available,93 Sqm,"$516,000"
101A,4-Room,#11-111,11,111,available,93 Sqm,"$517,400"
101A,4-Room,#12-111,12,111,available,93 Sqm,"$518,800"
101A,4-Room,#13-111,13,111,available,93 Sqm,"$520,200"
101A,4-Room,#14-111,14,111,available,93 Sqm,"$521,600"
101A,4-Room,#15-111,15,111,available,93 Sqm,"$523,000"
101A,4-Room,#16-111,16,111,available,93 Sqm,"$523,000"
101A,4-Room,#04-113,04,113,available,93 Sqm,"$484,900"
101A,4-Room,#05-113,05,113,booked,,
101A,4-Room,#06-113,06,113,booked,,
101A,4-Room,#07-113,07,113,available,93 Sqm,"$509,700"
101A,4-Room,#08-113,08,113,available,93 Sqm,"$513,200"
101A,4-Room,#09-113,09,113,available,93 Sqm,"$514,600"
101A,4-Room,#10-113,10,113,available,93 Sqm,"$516,000"
101A,4-Room,#11-113,11,113,booked,,
101A,4-Room,#12-113,12,113,booked,,
101A,4-Room,#13-113,13,113,booked,,
101A,4-Room,#14-113,14,113,available,93 Sqm,"$521,600"
101A,4-Room,#15-113,15,113,booked,,
101A,4-Room,#16-113,16,113,available,93 Sqm,"$523,000"
101A,4-Room,#02-115,02,115,available,93 Sqm,"$471,500"
101A,4-Room,#03-115,03,115,available,93 Sqm,"$476,000"
101A,4-Room,#04-115,04,115,available,93 Sqm,"$480,500"
101A,4-Room,#05-115,05,115,available,93 Sqm,"$485,000"
101A,4-Room,#06-115,06,115,available,93 Sqm,"$488,500"
101A,4-Room,#07-115,07,115,available,93 Sqm,"$500,900"
101A,4-Room,#08-115,08,115,available,93 Sqm,"$504,400"
101A,4-Room,#09-115,09,115,available,93 Sqm,"$505,800"
101A,4-Room,#10-115,10,115,available,93 Sqm,"$507,200"
101A,4-Room,#11-115,11,115,booked,,
101A,4-Room,#12-115,12,115,available,93 Sqm,"$510,000"
101A,4-Room,#13-115,13,115,available,93 Sqm,"$511,400"
101A,4-Room,#14-115,14,115,available,93 Sqm,"$512,800"
101A,4-Room,#15-115,15,115,available,93 Sqm,"$514,200"
101A,4-Room,#16-115,16,115,available,93 Sqm,"$514,200"
101A,4-Room,#08-133,08,133,available,93 Sqm,"$504,400"
101A,4-Room,#09-133,09,133,available,93 Sqm,"$505,800"
101A,4-Room,#10-133,10,133,available,93 Sqm,"$507,200"
101A,4-Room,#11-133,11,133,available,93 Sqm,"$508,600"
101A,4-Room,#12-133,12,133,available,93 Sqm,"$510,000"
101A,4-Room,#13-133,13,133,available,93 Sqm,"$511,400"
101A,4-Room,#14-133,14,133,available,93 Sqm,"$512,800"
101A,4-Room,#15-133,15,133,available,93 Sqm,"$514,200"
101A,4-Room,#16-133,16,133,booked,,
101A,4-Room,#04-135,04,135,available,93 Sqm,"$480,500"
101A,4-Room,#05-135,05,135,available,93 Sqm,"$485,000"
101A,4-Room,#06-135,06,135,available,93 Sqm,"$488,500"
101A,4-Room,#07-135,07,135,available,93 Sqm,"$500,900"
101A,4-Room,#08-135,08,135,available,93 Sqm,"$504,400"
101A,4-Room,#09-135,09,135,available,93 Sqm,"$505,800"
101A,4-Room,#10-135,10,135,available,93 Sqm,"$507,200"
101A,4-Room,#11-135,11,135,available,93 Sqm,"$508,600"
101A,4-Room,#12-135,12,135,booked,,
101A,4-Room,#13-135,13,135,available,93 Sqm,"$511,400"
101A,4-Room,#14-135,14,135,booked,,
101A,4-Room,#15-135,15,135,available,93 Sqm,"$514,200"
101A,4-Room,#16-135,16,135,booked,,
101A,4-Room,#04-137,04,137,available,93 Sqm,"$484,900"
101A,4-Room,#05-137,05,137,booked,,
101A,4-Room,#06-137,06,137,available,93 Sqm,"$497,300"
101A,4-Room,#07-137,07,137,available,93 Sqm,"$509,700"
101A,4-Room,#08-137,08,137,available,93 Sqm,"$513,200"
101A,4-Room,#09-137,09,137,available,93 Sqm,"$514,600"
101A,4-Room,#10-137,10,137,available,93 Sqm,"$516,000"
101A,4-Room,#11-137,11,137,available,93 Sqm,"$517,400"
101A,4-Room,#12-137,12,137,available,93 Sqm,"$518,800"
101A,4-Room,#13-137,13,137,available,93 Sqm,"$520,200"
101A,4-Room,#14-137,14,137,available,93 Sqm,"$521,600"
101A,4-Room,#15-137,15,137,booked,,
101A,4-Room,#16-137,16,137,available,93 Sqm,"$523,000"
101A,4-Room,#02-151,02,151,available,93 Sqm,"$453,900"
101A,4-Room,#03-151,03,151,available,93 Sqm,"$458,400"
101A,4-Room,#04-151,04,151,booked,,
101A,4-Room,#05-151,05,151,available,93 Sqm,"$476,200"
101A,4-Room,#06-151,06,151,available,93 Sqm,"$479,700"
101A,4-Room,#07-151,07,151,available,93 Sqm,"$492,100"
101A,4-Room,#08-151,08,151,available,93 Sqm,"$495,600"
101A,4-Room,#09-151,09,151,available,93 Sqm,"$497,000"
101A,4-Room,#10-151,10,151,available,93 Sqm,"$498,400"
101A,4-Room,#11-151,11,151,booked,,
101A,4-Room,#12-151,12,151,booked,,
101A,4-Room,#13-151,13,151,available,93 Sqm,"$502,600"
101A,4-Room,#14-151,14,151,available,93 Sqm,"$504,000"
101A,4-Room,#15-151,15,151,booked,,
101A,4-Room,#16-151,16,151,booked,,
101A,4-Room,#03-153,03,153,available,93 Sqm,"$458,400"
101A,4-Room,#04-153,04,153,available,93 Sqm,"$462,900"
101A,4-Room,#05-153,05,153,available,93 Sqm,"$476,200"
101A,4-Room,#06-153,06,153,available,93 Sqm,"$479,700"
101A,4-Room,#07-153,07,153,available,93 Sqm,"$492,100"
101A,4-Room,#08-153,08,153,available,93 Sqm,"$495,600"
101A,4-Room,#09-153,09,153,available,93 Sqm,"$497,000"
101A,4-Room,#10-153,10,153,available,93 Sqm,"$498,400"
